Long Station Name,Collection Date,EC,Cl,Sacramento X2,Location,Area,WYT,Data
Middle River @ Union Point - P10A,3/7/2011,372,48,56.35666923,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/7/2011,372,48,56.35666923,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,27,0,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,27,0,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,21,57.60965856,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,21,57.60965856,SouthDelta,Interior,W,TT
Rock Slough at Delta Road Bridge,6/6/2011,259,28,57.57300551,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,31,57.57300551,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,31,57.57300551,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,20,56.36389323,OMR,Interior,W,TT
Rock Slough at Delta Road Bridge,7/5/2011,169,15,56.36389323,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,20,56.36389323,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/7/2013,430,71,87.90258861,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/7/2013,430,71,87.90258861,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,77,90.34617646,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,77,90.34617646,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,88,93.39492499,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,88,93.39492499,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,110,92.33233742,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,110,92.33233742,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,152,93.92384943,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,152,93.92384943,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/3/2014,725,129,80.57624471,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/3/2014,725,129,80.57624471,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,66,75.44547873,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,66,75.44547873,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,75,87.63000727,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,75,87.63000727,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,66,93.56618111,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,66,93.56618111,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,99,90.2187572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,99,90.2187572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,86,88.73599436,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,86,88.73599436,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2014,452,82,90.3346038,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2014,452,82,90.3346038,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,92,94.77701545,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,92,94.77701545,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,119,92.39401068,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,119,92.39401068,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,12/1/2014,542,104,93.6049299,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/1/2014,542,104,93.6049299,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,72,71.50190239,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,72,71.50190239,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,52,87.92593622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,52,87.92593622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,52,78.10690622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,52,78.10690622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,53,88.0123047,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,53,88.0123047,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,95,94.17154572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,95,94.17154572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,136,93.2549537,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,136,93.2549537,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,134,95.81957478,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,134,95.81957478,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,132,95.38511805,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,132,95.38511805,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,117,94.75346141,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,117,94.75346141,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/5/2015,616,120,94.93479848,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/5/2015,616,120,94.93479848,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,135,93.88533024,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,135,93.88533024,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,145,94.9140377,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,145,94.9140377,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,118,89.47617765,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,118,89.47617765,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,76,59.65346245,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,76,59.65346245,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,34,62.66343249,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,34,62.66343249,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,38,66.37589317,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,38,66.37589317,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,60,75.47029728,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,60,75.47029728,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,40,82.94141541,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,40,82.94141541,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,26,84.55059684,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,26,84.55059684,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,27,83.57049111,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,27,83.57049111,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,45,84.03725468,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,45,84.03725468,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/4/2016,387,65,86.5637221,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/4/2016,387,65,86.5637221,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,57,87.41045331,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,57,87.41045331,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,65,83.68530205,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,65,83.68530205,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,50,56.18463132,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,50,56.18463132,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,28,50.46962633,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,28,50.46962633,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,18,46.65054443,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,18,46.65054443,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,22,49.18404199,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,22,49.18404199,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,11,50.00669585,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,11,50.00669585,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,20,57.96351261,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,20,57.96351261,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,21,70.04911852,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,21,70.04911852,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,25,80.74384873,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,25,80.74384873,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,20,77.48586469,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,20,77.48586469,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/2/2017,186,18,77.2692402,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/2/2017,186,18,77.2692402,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,26,83.87250454,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,26,83.87250454,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,80,84.74492337,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,80,84.74492337,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,1/16/2018,718,94,76,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,1/17/2018,546.1,92,76,OMR,Interior,BN,IT
Middle River near Holt,1/18/2018,363.6,54,77,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,83,73,SJRcorridor,Interior,BN,IT
Old River at Quimby Island,1/23/2018,401.3,66,72,OMR,Interior,BN,IT
Holland Cut near Bethel Island,1/23/2018,487,90,72,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,2/5/2018,402,55,74.06112596,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,402,55,74.06112596,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,395,55,73,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,90,72,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/12/2018,515,66,78,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,2/14/2018,546,73,77,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,66,73,SJRcorridor,Interior,BN,IT
Holland Cut near Bethel Island,3/5/2018,338.9,40,72,OMR,Interior,BN,IT
Old River at Quimby Island,3/5/2018,363.1,45,72,OMR,Interior,BN,IT
Middle River near Holt,3/5/2018,407.7,55,72,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/20/2018,454,57,69,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,3/21/2018,474,59,71,OMR,Interior,BN,IT
Holland Cut near Bethel Island,4/3/2018,253.7,27,60,OMR,Interior,BN,IT
Old River at Quimby Island,4/3/2018,277.2,31,60,OMR,Interior,BN,IT
Middle River near Holt,4/3/2018,308,37,60,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,4/9/2018,358,47,54.04390508,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,358,47,54.04390508,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,365.4,47,56,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,17,58,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,4/18/2018,251.4,29,58,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/19/2018,245,29,60,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,32,62,SJRcorridor,Interior,BN,IT
Holland Cut near Bethel Island,5/3/2018,259.3,30,67,OMR,Interior,BN,IT
Old River at Quimby Island,5/3/2018,255.6,30,67,OMR,Interior,BN,IT
Middle River near Holt,5/3/2018,269.8,33,67,OMR,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,352,45,64.92049336,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/7/2018,352,45,64.92049336,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,13,66,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,354,45,66,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/16/2018,185,19,74,SJRcorridor,Interior,BN,IT
Eastside Delta Mendota Canal intake at Jones PP,5/17/2018,230,27,74,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,19,73,SJRcorridor,Interior,BN,IT
Holland Cut near Bethel Island,5/23/2018,246,28,74,OMR,Interior,BN,IT
Old River at Quimby Island,5/23/2018,257,32,74,OMR,Interior,BN,IT
Middle River near Holt,5/23/2018,272.4,37,74,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,54,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,6/5/2018,284,38,74.73149108,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,284,38,74.73149108,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,286.4,38,73,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/12/2018,299,35,80,SJRcorridor,Interior,BN,IT
SGA,6/20/2018,664,92,81,SouthDelta,Interior,BN,NCRO
PDC,6/20/2018,855,140,81,SouthDelta,Interior,BN,NCRO
Middle River @ Union Point - P10A,7/9/2018,246,30,82.60710477,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/9/2018,246,30,82.60710477,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,21,82.35063213,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,21,82.35063213,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,54,84.8982076,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,54,84.8982076,SouthDelta,Interior,BN,TT
OH1,1/8/2019,940,130,79,SouthDelta,Interior,W,NCRO
ORX,1/8/2019,944,130,79,SouthDelta,Interior,W,NCRO
GLE,1/8/2019,977,135,79,SouthDelta,Interior,W,NCRO
Eastside Delta Mendota Canal intake at Jones PP,1/15/2019,671,106,77,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,1/15/2019,812,107,77,SJRcorridor,Interior,W,IT
Paradise Cut,1/15/2019,811,108,77,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,1/15/2019,972,135,77,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,166,77,SouthDelta,Interior,W,IT
Paradise Cut Upstream,1/15/2019,2111,425,77,SouthDelta,Interior,W,IT
PDUP,1/15/2019,2110,425,77,SouthDelta,Interior,W,NCRO
SGA,1/15/2019,1170,166,77,SouthDelta,Interior,W,NCRO
PDC,1/15/2019,822,108,77,SouthDelta,Interior,W,NCRO
TWA,1/15/2019,977,135,77,SouthDelta,Interior,W,NCRO
Grant Line Canal East,1/30/2019,879,120,63,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,1/30/2019,916,121,63,SouthDelta,Interior,W,IT
Old River below Headwaters,1/30/2019,932,123,63,SJRcorridor,Interior,W,IT
OH1,1/30/2019,944,123,63,SouthDelta,Interior,W,NCRO
ORX,1/30/2019,928,121,63,SouthDelta,Interior,W,NCRO
GLE,1/30/2019,891,120,63,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,2/4/2019,395.8,58,68,OMR,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,2/12/2019,444.4,60,60,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/14/2019,321,32,68,SJRcorridor,Interior,W,IT
Old River below Headwaters,5/1/2019,185.9,20,57,SJRcorridor,Interior,W,IT
Grant Line Canal East,5/1/2019,190.3,20,57,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,5/1/2019,184.9,20,57,SouthDelta,Interior,W,IT
OH1,5/1/2019,188,20,57,SouthDelta,Interior,W,NCRO
ORX,5/1/2019,187,20,57,SouthDelta,Interior,W,NCRO
GLE,5/1/2019,192,20,57,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,9.5,58,SJRcorridor,Interior,W,IT
Middle River @ Union Point - P10A,5/8/2019,265.1,32.5,58,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/14/2019,118,10,60,SJRcorridor,Interior,W,IT
Middle River near Holt,5/15/2019,225.6,25,61,OMR,Interior,W,IT
Old River at Quimby Island,5/15/2019,222.9,26,61,OMR,Interior,W,IT
Holland Cut near Bethel Island,5/15/2019,223.7,27,61,OMR,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,5/16/2019,132,12,63,OMR,Interior,W,IT
Old River below Headwaters,5/29/2019,78.3,5,61,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,5/29/2019,82.3,5.29,61,SouthDelta,Interior,W,IT
Grant Line Canal East,5/29/2019,88.8,6.21,61,SouthDelta,Interior,W,IT
OH1,5/29/2019,79,5,61,SouthDelta,Interior,W,NCRO
ORX,5/29/2019,83,5.29,61,SouthDelta,Interior,W,NCRO
GLE,5/29/2019,90,6.21,61,SouthDelta,Interior,W,NCRO
Middle River near Holt,6/5/2019,141,14.9,58,OMR,Interior,W,IT
Old River at Quimby Island,6/5/2019,154.1,16.5,58,OMR,Interior,W,IT
Holland Cut near Bethel Island,6/5/2019,160.3,17,58,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,4,57,SJRcorridor,Interior,W,IT
Middle River @ Union Point - P10A,6/6/2019,173,20,57,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/11/2019,83,5,61,SJRcorridor,Interior,W,IT
Old River at Tracy Wildlife Association,6/12/2019,105.4,9,62,SouthDelta,Interior,W,IT
Paradise Cut Upstream,6/12/2019,233.8,32,62,SouthDelta,Interior,W,IT
PDUP,6/12/2019,233,32,62,SouthDelta,Interior,W,NCRO
TWA,6/12/2019,107,9,62,SouthDelta,Interior,W,NCRO
Eastside Delta Mendota Canal intake at Jones PP,6/13/2019,122.2,9.25,63,OMR,Interior,W,IT
Old River near Doughty Cut - ORX,6/25/2019,105.1,8.5,67,SouthDelta,Interior,W,IT
Grant Line Canal East,6/25/2019,106,8.75,67,SouthDelta,Interior,W,IT
Old River below Headwaters,6/25/2019,107.6,9,67,SJRcorridor,Interior,W,IT
Paradise Cut,6/25/2019,110.3,9,67,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,12,67,SouthDelta,Interior,W,IT
OH1,6/25/2019,107,9,67,SouthDelta,Interior,W,NCRO
ORX,6/25/2019,105,8.5,67,SouthDelta,Interior,W,NCRO
GLE,6/25/2019,104.5,8.75,67,SouthDelta,Interior,W,NCRO
PDC,6/25/2019,109,9,67,SouthDelta,Interior,W,NCRO
SGA,6/25/2019,128,12,67,SouthDelta,Interior,W,NCRO
Old River at Tracy Wildlife Association,7/1/2019,303.9,38,72,SouthDelta,Interior,W,IT
TWA,7/1/2019,304.5,38,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,55,73,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,7/9/2019,421.3,54.5,72,SouthDelta,Interior,W,IT
Old River below Headwaters,7/9/2019,444.2,58.45,72,SJRcorridor,Interior,W,IT
Grant Line Canal East,7/9/2019,452.8,61.2,72,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,92,72,SouthDelta,Interior,W,IT
Paradise Cut,7/9/2019,870,132,72,SouthDelta,Interior,W,IT
OH1,7/9/2019,443,58.45,72,SouthDelta,Interior,W,NCRO
ORX,7/9/2019,422,54.5,72,SouthDelta,Interior,W,NCRO
GLE,7/9/2019,454,61.2,72,SouthDelta,Interior,W,NCRO
PDC,7/9/2019,814,132,72,SouthDelta,Interior,W,NCRO
SGA,7/9/2019,606,92,72,SouthDelta,Interior,W,NCRO
Holland Cut near Bethel Island,7/11/2019,119.8,8,73,OMR,Interior,W,IT
Old River at Quimby Island,7/11/2019,120.1,8,73,OMR,Interior,W,IT
Middle River near Holt,7/11/2019,122.4,9,73,OMR,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,7/16/2019,180,12.6,77,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,7/17/2019,245,28,77,SJRcorridor,Interior,W,IT
Old River at Tracy Wildlife Association,7/24/2019,383.4,49.2,74,SouthDelta,Interior,W,IT
Paradise Cut Upstream,7/24/2019,1880,380.5,74,SouthDelta,Interior,W,IT
PDUP,7/24/2019,1860,380.5,74,SouthDelta,Interior,W,NCRO
TWA,7/24/2019,383,49.2,74,SouthDelta,Interior,W,NCRO
OH1,8/6/2019,415,51.3,81,SouthDelta,Interior,W,NCRO
ORX,8/6/2019,343,43,81,SouthDelta,Interior,W,NCRO
GLE,8/6/2019,398,49,81,SouthDelta,Interior,W,NCRO
PDC,8/6/2019,412,53.6,81,SouthDelta,Interior,W,NCRO
SGA,8/6/2019,430,57.2,81,SouthDelta,Interior,W,NCRO
Middle River near Holt,8/7/2019,153.3,12.4,81,OMR,Interior,W,IT
Old River at Quimby Island,8/7/2019,209.8,27.6,81,OMR,Interior,W,IT
Holland Cut near Bethel Island,8/7/2019,260,41.7,81,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,8/15/2019,188,18.2,75,SJRcorridor,Interior,W,IT
Old River at Tracy Wildlife Association,8/21/2019,232.7,26.1,73,SouthDelta,Interior,W,IT
Paradise Cut Upstream,8/21/2019,1501,279,73,SouthDelta,Interior,W,IT
PDUP,8/21/2019,1470,279,73,SouthDelta,Interior,W,NCRO
TWA,8/21/2019,231,26.1,73,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,21.7,73,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,9/4/2019,236.2,25,73,SouthDelta,Interior,W,IT
Old River below Headwaters,9/4/2019,237.6,25.2,73,SJRcorridor,Interior,W,IT
Grant Line Canal East,9/4/2019,235.8,25.7,73,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,28.1,73,SouthDelta,Interior,W,IT
Paradise Cut,9/4/2019,615,77.9,73,SouthDelta,Interior,W,IT
OH1,9/4/2019,237,25.2,73,SouthDelta,Interior,W,NCRO
ORX,9/4/2019,238,25,73,SouthDelta,Interior,W,NCRO
GLE,9/4/2019,237,25.7,73,SouthDelta,Interior,W,NCRO
PDC,9/4/2019,533,77.9,73,SouthDelta,Interior,W,NCRO
SGA,9/4/2019,252,28.1,73,SouthDelta,Interior,W,NCRO
Middle River near Holt,9/11/2019,154.4,9.4,72,OMR,Interior,W,IT
Old River at Quimby Island,9/11/2019,158.8,11,72,OMR,Interior,W,IT
Holland Cut near Bethel Island,9/11/2019,171.6,14.8,72,OMR,Interior,W,IT
Old River at Tracy Wildlife Association,9/11/2019,337.6,41.5,72,SouthDelta,Interior,W,IT
Paradise Cut Upstream,9/11/2019,1204,213,72,SouthDelta,Interior,W,IT
PDUP,9/11/2019,1190,213,72,SouthDelta,Interior,W,NCRO
TWA,9/11/2019,336,41.5,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/17/2019,162,15,73,SJRcorridor,Interior,W,IT
Eastside Delta Mendota Canal intake at Jones PP,9/18/2019,280,29.4,73,OMR,Interior,W,IT
Old River near Doughty Cut - ORX,9/25/2019,180.2,16.5,76,SouthDelta,Interior,W,IT
Grant Line Canal East,9/25/2019,182.8,16.9,76,SouthDelta,Interior,W,IT
Old River below Headwaters,9/25/2019,186.1,17,76,SJRcorridor,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,22,76,SouthDelta,Interior,W,IT
Paradise Cut,9/25/2019,966,115,76,SouthDelta,Interior,W,IT
OH1,9/25/2019,184,17,76,SouthDelta,Interior,W,NCRO
ORX,9/25/2019,180,16.5,76,SouthDelta,Interior,W,NCRO
GLE,9/25/2019,183,16.9,76,SouthDelta,Interior,W,NCRO
PDC,9/25/2019,752,115,76,SouthDelta,Interior,W,NCRO
SGA,9/25/2019,215,22,76,SouthDelta,Interior,W,NCRO
Old River at Tracy Wildlife Association,10/2/2019,215.7,24,74,SouthDelta,Interior,D,IT
Paradise Cut Upstream,10/2/2019,1439,284,74,SouthDelta,Interior,D,IT
PDUP,10/2/2019,1430,284,74,SouthDelta,Interior,D,NCRO
TWA,10/2/2019,220,24,74,SouthDelta,Interior,D,NCRO
Middle River @ Union Point - P10A,10/7/2019,214.9,25,73,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,37,73,SJRcorridor,Interior,D,IT
Holland Cut near Bethel Island,10/15/2019,155.5,11.4,74,OMR,Interior,D,IT
Old River at Quimby Island,10/15/2019,153.4,11.5,74,OMR,Interior,D,IT
Middle River near Holt,10/15/2019,159.9,14,74,OMR,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,10/15/2019,347,39,74,SJRcorridor,Interior,D,IT
Eastside Delta Mendota Canal intake at Jones PP,10/17/2019,300,39.45,76,OMR,Interior,D,IT
Old River at Tracy Wildlife Association,10/29/2019,277.2,32.2,75,SouthDelta,Interior,D,IT
Paradise Cut Upstream,10/29/2019,1587,285,75,SouthDelta,Interior,D,IT
PDUP,10/29/2019,1580,285,75,SouthDelta,Interior,D,NCRO
TWA,10/29/2019,281,32.2,75,SouthDelta,Interior,D,NCRO
Middle River @ Union Point - P10A,11/6/2019,238.1,28.1,81,OMR,Interior,D,IT
Grant Line Canal East,11/6/2019,415.3,51,81,SouthDelta,Interior,D,IT
