Long Station Name,Collection Date,EC,TDS,Sacramento X2,Location,Area,WYT,Data
Middle River @ Union Point - P10A,2/3/2016,488,274,59.65346245,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,274,59.65346245,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,188,62.66343249,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,188,62.66343249,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,194,66.37589317,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,194,66.37589317,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,256,75.47029728,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,256,75.47029728,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,179,82.94141541,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,179,82.94141541,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,126,84.55059684,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,126,84.55059684,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,132,83.57049111,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,132,83.57049111,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,160,84.03725468,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,160,84.03725468,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/4/2016,387,216,86.5637221,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/4/2016,387,216,86.5637221,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,195,87.41045331,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,195,87.41045331,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,221,83.68530205,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,221,83.68530205,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,203,56.18463132,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,203,56.18463132,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,158,50.46962633,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,158,50.46962633,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,110,46.65054443,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,110,46.65054443,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,115,49.18404199,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,115,49.18404199,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,73,50.00669585,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,73,50.00669585,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,104,57.96351261,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,104,57.96351261,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,103,70.04911852,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,103,70.04911852,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,124,80.74384873,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,124,80.74384873,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,109,77.48586469,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,109,77.48586469,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/2/2017,186,104,77.2692402,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/2/2017,186,104,77.2692402,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,136,83.87250454,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,136,83.87250454,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,252,84.74492337,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,252,84.74492337,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,402,230,74.06112596,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,402,230,74.06112596,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,358,186,54.04390508,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,358,186,54.04390508,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/7/2018,352,196,64.92049336,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/7/2018,352,196,64.92049336,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,284,157,74.73149108,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,284,157,74.73149108,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/9/2018,246,136,82.60710477,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/9/2018,246,136,82.60710477,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,110,82.35063213,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,110,82.35063213,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,192,84.8982076,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,192,84.8982076,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,362,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,2/5/2018,395,230,73,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,373.5,72,SJRcorridor,Interior,BN,IT
Sugar Cut downstream of Tom Paine Slough,2/13/2018,838,457,75,SouthDelta,Interior,BN,IT
Paradise Cut,2/13/2018,563,318,75,SouthDelta,Interior,BN,IT
Old River near Doughty Cut - ORX,2/13/2018,511,290,75,SouthDelta,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,275,73,SJRcorridor,Interior,BN,IT
Old River near Doughty Cut - ORX,3/28/2018,201.6,124,59,SouthDelta,Interior,BN,IT
Middle River @ Union Point - P10A,4/9/2018,365.4,186,56,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,99,58,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,158,62,SJRcorridor,Interior,BN,IT
Old River near Doughty Cut - ORX,5/1/2018,258.4,150,66,SouthDelta,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,354,196,66,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,77,66,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,107,73,SJRcorridor,Interior,BN,IT
Sugar Cut downstream of Tom Paine Slough,5/24/2018,473,272.5,73,SouthDelta,Interior,BN,IT
Paradise Cut,5/24/2018,443,242,73,SouthDelta,Interior,BN,IT
Old River near Doughty Cut - ORX,5/24/2018,195,113,73,SouthDelta,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,240,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,6/5/2018,286.4,157,73,OMR,Interior,BN,IT
Old River near Doughty Cut - ORX,6/6/2018,398,222,73,SouthDelta,Interior,BN,IT
Paradise Cut Upstream,1/15/2019,2111,1350,77,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,743,77,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,1/15/2019,972,615,77,SouthDelta,Interior,W,IT
Paradise Cut,1/15/2019,811,495,77,SouthDelta,Interior,W,IT
Old River below Headwaters,1/30/2019,932,538,63,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,1/30/2019,916,537,63,SouthDelta,Interior,W,IT
Grant Line Canal East,1/30/2019,879,506,63,SouthDelta,Interior,W,IT
Middle River @ Union Point - P10A,2/4/2019,395.8,240,68,OMR,Interior,W,IT
Old River below Headwaters,5/1/2019,185.9,108,57,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,5/1/2019,184.9,108,57,SouthDelta,Interior,W,IT
Grant Line Canal East,5/1/2019,190.3,107,57,SouthDelta,Interior,W,IT
Middle River @ Union Point - P10A,5/8/2019,265.1,148,58,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,68,58,SJRcorridor,Interior,W,IT
Grant Line Canal East,5/29/2019,88.8,59,61,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,5/29/2019,82.3,54,61,SouthDelta,Interior,W,IT
Old River below Headwaters,5/29/2019,78.3,51,61,SJRcorridor,Interior,W,IT
Middle River @ Union Point - P10A,6/6/2019,173,97,57,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,52,57,SJRcorridor,Interior,W,IT
Paradise Cut Upstream,6/12/2019,233.8,132,62,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,6/12/2019,105.4,66,62,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,76,67,SouthDelta,Interior,W,IT
Paradise Cut,6/25/2019,110.3,69,67,SouthDelta,Interior,W,IT
Grant Line Canal East,6/25/2019,106,62,67,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,6/25/2019,105.1,62,67,SouthDelta,Interior,W,IT
Old River below Headwaters,6/25/2019,107.6,61,67,SJRcorridor,Interior,W,IT
Old River at Tracy Wildlife Association,7/1/2019,303.9,172,72,SouthDelta,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,237,73,SJRcorridor,Interior,W,IT
Paradise Cut,7/9/2019,870,473,72,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,339,72,SouthDelta,Interior,W,IT
Grant Line Canal East,7/9/2019,452.8,256,72,SouthDelta,Interior,W,IT
Old River below Headwaters,7/9/2019,444.2,246,72,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,7/9/2019,421.3,233,72,SouthDelta,Interior,W,IT
Paradise Cut Upstream,7/24/2019,1880,1180,74,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,7/24/2019,383.4,217,74,SouthDelta,Interior,W,IT
Paradise Cut Upstream,8/21/2019,1501,924,73,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,8/21/2019,232.7,138,73,SouthDelta,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,123,73,SJRcorridor,Interior,W,IT
Paradise Cut,9/4/2019,615,294,73,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,143,73,SouthDelta,Interior,W,IT
Old River below Headwaters,9/4/2019,237.6,136,73,SJRcorridor,Interior,W,IT
Grant Line Canal East,9/4/2019,235.8,135,73,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,9/4/2019,236.2,135,73,SouthDelta,Interior,W,IT
Paradise Cut Upstream,9/11/2019,1204,684,72,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,9/11/2019,337.6,190,72,SouthDelta,Interior,W,IT
Paradise Cut,9/25/2019,966,425,76,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,124,76,SouthDelta,Interior,W,IT
Old River below Headwaters,9/25/2019,186.1,104,76,SJRcorridor,Interior,W,IT
Grant Line Canal East,9/25/2019,182.8,104,76,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,9/25/2019,180.2,103,76,SouthDelta,Interior,W,IT
Paradise Cut Upstream,10/2/2019,1439,892,74,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/2/2019,215.7,125,74,SouthDelta,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,198,73,SJRcorridor,Interior,D,IT
Middle River @ Union Point - P10A,10/7/2019,214.9,124,73,OMR,Interior,D,IT
Paradise Cut Upstream,10/29/2019,1587,919,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/29/2019,277.2,159,75,SouthDelta,Interior,D,IT
Paradise Cut,11/6/2019,747,379,81,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,309,81,SouthDelta,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,279,81,SJRcorridor,Interior,D,IT
Old River below Headwaters,11/6/2019,465.9,263,81,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,11/6/2019,432.2,246,81,SouthDelta,Interior,D,IT
Grant Line Canal East,11/6/2019,415.3,242,81,SouthDelta,Interior,D,IT
Middle River @ Union Point - P10A,11/6/2019,238.1,137,81,OMR,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,423,76,SouthDelta,Interior,D,IT
Grant Line Canal East,1/2/2020,696,397,76,SouthDelta,Interior,D,IT
Old River below Headwaters,1/2/2020,676,387,76,SJRcorridor,Interior,D,IT
Paradise Cut,1/2/2020,673,387,76,SouthDelta,Interior,D,IT
Old River near Doughty Cut - ORX,1/2/2020,674,386,76,SouthDelta,Interior,D,IT
Paradise Cut Upstream,2/4/2020,1921,1150,73,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,2/4/2020,752,427,73,SouthDelta,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,220,77,SJRcorridor,Interior,D,IT
Middle River @ Union Point - P10A,2/6/2020,374.9,210,77,OMR,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,515,77,SouthDelta,Interior,D,IT
Paradise Cut,2/19/2020,816,465,77,SouthDelta,Interior,D,IT
Paradise Cut Upstream,3/4/2020,1832,1110,79,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,3/4/2020,492.1,279,79,SouthDelta,Interior,D,IT
Paradise Cut Upstream,4/7/2020,1982,1180,77,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/7/2020,999,570,77,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,569,73,SouthDelta,Interior,D,IT
Paradise Cut,4/21/2020,888,512,73,SouthDelta,Interior,D,IT
Grant Line Canal East,4/21/2020,370.7,208,73,SouthDelta,Interior,D,IT
Old River below Headwaters,4/21/2020,343.5,193,73,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,4/21/2020,347.2,193,73,SouthDelta,Interior,D,IT
Paradise Cut Upstream,4/29/2020,931,520,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/29/2020,674,384,75,SouthDelta,Interior,D,IT
Old River near Doughty Cut - ORX,6/16/2020,253.9,147.5,80,SouthDelta,Interior,D,IT
Paradise Cut Upstream,6/17/2020,1393,833,80,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,1/4/2022,616,346,65,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,986,70,SouthDelta,Interior,C,IT
Paradise Cut,1/12/2022,821,459,70,SouthDelta,Interior,C,IT
Grant Line Canal East,1/12/2022,678,394,70,SouthDelta,Interior,C,IT
Old River below Headwaters,1/12/2022,660,383,70,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,1/12/2022,663,379,70,SouthDelta,Interior,C,IT
Paradise Cut Upstream,1/19/2022,2987,1790,74,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,911,76,SouthDelta,Interior,C,IT
Paradise Cut,1/25/2022,778,448,76,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,2/8/2022,824,471,76,SouthDelta,Interior,C,IT
Paradise Cut Upstream,2/9/2022,1694,925,77,SouthDelta,Interior,C,IT
Middle River @ Union Point - P10A,2/9/2022,354.6,204,77,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,174,77,SJRcorridor,Interior,C,IT
Grant Line Canal East,3/1/2022,559,307,78,SouthDelta,Interior,C,IT
Old River below Headwaters,3/1/2022,508,280,78,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,3/1/2022,480.8,266,78,SouthDelta,Interior,C,IT
Middle River @ Union Point - P10A,3/10/2022,417,242,74,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,237,74,SJRcorridor,Interior,C,IT
Paradise Cut Upstream,3/14/2022,3443,2120,78,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,3/15/2022,935,528,79,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,549.5,79,SouthDelta,Interior,C,IT
Paradise Cut,3/16/2022,993,460,79,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,356,81,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,4/5/2022,400.6,222,81,OMR,Interior,C,IT
Grant Line Canal East,4/7/2022,766,431,80,SouthDelta,Interior,C,IT
Old River near Doughty Cut - ORX,4/7/2022,679,378,80,SouthDelta,Interior,C,IT
Old River below Headwaters,4/7/2022,679,377,80,SJRcorridor,Interior,C,IT
SGA,6/20/2018,664,373,81,SouthDelta,Interior,BN,NCRO
PDC,6/20/2018,855,501,81,SouthDelta,Interior,BN,NCRO
OH1,1/8/2019,940,543,79,SouthDelta,Interior,W,NCRO
ORX,1/8/2019,944,544,79,SouthDelta,Interior,W,NCRO
GLE,1/8/2019,977,558,79,SouthDelta,Interior,W,NCRO
PDUP,1/15/2019,2110,1350,77,SouthDelta,Interior,W,NCRO
SGA,1/15/2019,1170,743,77,SouthDelta,Interior,W,NCRO
PDC,1/15/2019,822,495,77,SouthDelta,Interior,W,NCRO
TWA,1/15/2019,977,615,77,SouthDelta,Interior,W,NCRO
OH1,1/30/2019,944,538,63,SouthDelta,Interior,W,NCRO
ORX,1/30/2019,928,537,63,SouthDelta,Interior,W,NCRO
GLE,1/30/2019,891,506,63,SouthDelta,Interior,W,NCRO
OH1,5/1/2019,188,108,57,SouthDelta,Interior,W,NCRO
ORX,5/1/2019,187,108,57,SouthDelta,Interior,W,NCRO
GLE,5/1/2019,192,107,57,SouthDelta,Interior,W,NCRO
OH1,5/29/2019,79,51,61,SouthDelta,Interior,W,NCRO
ORX,5/29/2019,83,54,61,SouthDelta,Interior,W,NCRO
GLE,5/29/2019,90,59,61,SouthDelta,Interior,W,NCRO
PDUP,6/12/2019,233,132,62,SouthDelta,Interior,W,NCRO
TWA,6/12/2019,107,66,62,SouthDelta,Interior,W,NCRO
OH1,6/25/2019,107,61,67,SouthDelta,Interior,W,NCRO
ORX,6/25/2019,105,62,67,SouthDelta,Interior,W,NCRO
GLE,6/25/2019,104.5,62,67,SouthDelta,Interior,W,NCRO
PDC,6/25/2019,109,69,67,SouthDelta,Interior,W,NCRO
SGA,6/25/2019,128,76,67,SouthDelta,Interior,W,NCRO
TWA,7/1/2019,304.5,172,72,SouthDelta,Interior,W,NCRO
OH1,7/9/2019,443,246,72,SouthDelta,Interior,W,NCRO
ORX,7/9/2019,422,233,72,SouthDelta,Interior,W,NCRO
GLE,7/9/2019,454,256,72,SouthDelta,Interior,W,NCRO
PDC,7/9/2019,814,473,72,SouthDelta,Interior,W,NCRO
SGA,7/9/2019,606,339,72,SouthDelta,Interior,W,NCRO
PDUP,7/24/2019,1860,1180,74,SouthDelta,Interior,W,NCRO
TWA,7/24/2019,383,217,74,SouthDelta,Interior,W,NCRO
OH1,8/6/2019,415,237,81,SouthDelta,Interior,W,NCRO
ORX,8/6/2019,343,225,81,SouthDelta,Interior,W,NCRO
GLE,8/6/2019,398,221,81,SouthDelta,Interior,W,NCRO
PDC,8/6/2019,412,228,81,SouthDelta,Interior,W,NCRO
SGA,8/6/2019,430,240,81,SouthDelta,Interior,W,NCRO
PDUP,8/21/2019,1470,924,73,SouthDelta,Interior,W,NCRO
TWA,8/21/2019,231,138,73,SouthDelta,Interior,W,NCRO
OH1,9/4/2019,237,136,73,SouthDelta,Interior,W,NCRO
ORX,9/4/2019,238,135,73,SouthDelta,Interior,W,NCRO
GLE,9/4/2019,237,135,73,SouthDelta,Interior,W,NCRO
PDC,9/4/2019,533,294,73,SouthDelta,Interior,W,NCRO
SGA,9/4/2019,252,143,73,SouthDelta,Interior,W,NCRO
PDUP,9/11/2019,1190,684,72,SouthDelta,Interior,W,NCRO
TWA,9/11/2019,336,190,72,SouthDelta,Interior,W,NCRO
OH1,9/25/2019,184,104,76,SouthDelta,Interior,W,NCRO
ORX,9/25/2019,180,103,76,SouthDelta,Interior,W,NCRO
GLE,9/25/2019,183,104,76,SouthDelta,Interior,W,NCRO
PDC,9/25/2019,752,425,76,SouthDelta,Interior,W,NCRO
SGA,9/25/2019,215,124,76,SouthDelta,Interior,W,NCRO
PDUP,10/2/2019,1430,892,74,SouthDelta,Interior,D,NCRO
TWA,10/2/2019,220,125,74,SouthDelta,Interior,D,NCRO
PDUP,10/29/2019,1580,919,75,SouthDelta,Interior,D,NCRO
TWA,10/29/2019,281,159,75,SouthDelta,Interior,D,NCRO
OH1,11/6/2019,470,263,81,SouthDelta,Interior,D,NCRO
ORX,11/6/2019,438,246,81,SouthDelta,Interior,D,NCRO
GLE,11/6/2019,418,242,81,SouthDelta,Interior,D,NCRO
PDC,11/6/2019,671,379,81,SouthDelta,Interior,D,NCRO
SGA,11/6/2019,549,309,81,SouthDelta,Interior,D,NCRO
OH1,1/2/2020,682,387,76,SouthDelta,Interior,D,NCRO
ORX,1/2/2020,681,386,76,SouthDelta,Interior,D,NCRO
GLE,1/2/2020,699,397,76,SouthDelta,Interior,D,NCRO
PDC,1/2/2020,679,387,76,SouthDelta,Interior,D,NCRO
SGA,1/2/2020,749,423,76,SouthDelta,Interior,D,NCRO
PDUP,2/4/2020,1920,1150,73,SouthDelta,Interior,D,NCRO
TWA,2/4/2020,760,427,73,SouthDelta,Interior,D,NCRO
PDC,2/19/2020,821,465,77,SouthDelta,Interior,D,NCRO
SGA,2/19/2020,902.5,515,77,SouthDelta,Interior,D,NCRO
PDUP,3/4/2020,1820,1110,79,SouthDelta,Interior,D,NCRO
TWA,3/4/2020,494,279,79,SouthDelta,Interior,D,NCRO
PDUP,4/7/2020,1972,1180,77,SouthDelta,Interior,D,NCRO
TWA,4/7/2020,996,570,77,SouthDelta,Interior,D,NCRO
GLE,4/21/2020,372,208,73,SouthDelta,Interior,D,NCRO
ORX,4/21/2020,349,193,73,SouthDelta,Interior,D,NCRO
OH1,4/21/2020,345,193,73,SouthDelta,Interior,D,NCRO
PDC,4/21/2020,916.5,512,73,SouthDelta,Interior,D,NCRO
SGA,4/21/2020,976,569,73,SouthDelta,Interior,D,NCRO
PDUP,4/29/2020,908,520,75,SouthDelta,Interior,D,NCRO
TWA,4/29/2020,676,384,75,SouthDelta,Interior,D,NCRO
PDUP,5/18/2020,1540,923,81,SouthDelta,Interior,D,NCRO
ORX,6/16/2020,254,147.5,80,SouthDelta,Interior,D,NCRO
PDUP,6/17/2020,1410,833,80,SouthDelta,Interior,D,NCRO
