Long Station Name,Collection Date,EC,SO4,Sacramento X2,Location,Area,WYT,Data
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,90,79.94458802,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/10/1996,303,30,68.97868863,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,1/18/1996,946,138,81.11891586,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,2/8/1996,397,44,47.52751567,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,44,53.64428507,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/7/1996,898,125,46.46251523,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,31,48.94207006,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/4/1996,554,76,58.29157662,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,60,53.46132043,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,5/2/1996,516,68,66.95278638,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,47,62.32099718,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/6/1996,277,31,61.33562885,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,82,65.4871296,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/11/1996,175,13,75.57077698,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,112,73.33974661,SJRcorridor,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,97,77.45680181,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/5/1996,283,17,73.8076039,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,84,76.73553471,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/3/1996,292,16,81.93439648,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,10/10/1996,609,67,83.55493234,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,11/7/1996,495,31,84.27562766,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,11/14/1996,690,78,87.30019572,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,12/5/1996,688,38,78.03491703,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,21,67.9766535,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,1/9/1997,427,54,31.8495819,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,21,47.19212894,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,3/12/1997,314,38,55.67296976,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,43,55.45327752,SJRcorridor,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,115,73.79612645,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,4/10/1997,272,27,73.77999403,OMR,Interior,W,TT
Contra Costa PP Number 01,5/13/1997,363,44,71.63203277,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,50,71.63203277,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,6/4/1997,294,30,78.50514499,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,80,78.50514499,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,7/1/1997,249,17,78.99333076,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,73,78.23532434,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,8/6/1997,267,13,77.35304839,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,81,77.94958475,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,9/2/1997,269,18,77.2650624,OMR,Interior,W,TT
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,84,77.2650624,SJRcorridor,Interior,W,TT
Contra Costa PP Number 01,10/7/1997,640,32,90.04861349,OMR,Interior,W,TT
Contra Costa PP Number 01,11/5/1997,948,53,91.80829068,OMR,Interior,W,TT
Contra Costa PP Number 01,2/5/1998,879,113,41.15155574,OMR,Interior,W,TT
Contra Costa PP Number 01,3/3/1998,1100,172,46.174655,OMR,Interior,W,TT
Old River @ Middle River,6/9/1998,236,27,51.89782644,SouthDelta,Interior,W,TT
Contra Costa PP Number 01,7/8/1998,233,26,56.61660003,OMR,Interior,W,TT
Contra Costa PP Number 01,8/5/1998,190,19,70.95431958,OMR,Interior,W,TT
Contra Costa PP Number 01,9/2/1998,161,11,67.79734317,OMR,Interior,W,TT
Contra Costa PP Number 01,10/14/1998,208,16,70.16642583,OMR,Interior,W,TT
Contra Costa PP Number 01,11/4/1998,190,13,78.12007996,OMR,Interior,W,TT
Contra Costa PP Number 01,12/2/1998,289,27,64.89739823,OMR,Interior,W,TT
Contra Costa PP Number 01,1/6/1999,459,55,64.63920091,OMR,Interior,W,TT
Contra Costa PP Number 01,2/3/1999,352,40,51.6298188,OMR,Interior,W,TT
Contra Costa PP Number 01,4/8/1999,324,39,57.34361395,OMR,Interior,W,TT
Contra Costa PP Number 01,5/5/1999,451,60,57.23000982,OMR,Interior,W,TT
Contra Costa PP Number 01,6/2/1999,288,34,67.44761682,OMR,Interior,W,TT
Contra Costa PP Number 01,7/8/1999,211,15,73.33227294,OMR,Interior,W,TT
Contra Costa PP Number 01,8/5/1999,218,13,71.77110367,OMR,Interior,W,TT
Contra Costa PP Number 01,10/7/1999,892,90,85.55971154,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/7/1999,1390,195,84.3486242,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/4/2000,1186,84,80.55744457,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/8/2000,385,38,57.61717763,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2000,1125,195,48.16682697,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2000,391,39,70.46558651,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/2/2000,381,42,63.70366373,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/6/2000,254,25,72.94579268,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/3/2000,229,14,80.70368222,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2000,244,19,77.4197889,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2000,548,24,87.25802224,OMR,Interior,D,TT
Contra Costa PP Number 01,11/7/2000,668,38,84.3926938,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2001,1030,74,94.68792213,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2001,943,76,82.30525912,OMR,Interior,D,TT
Contra Costa PP Number 01,3/6/2001,753,99,70.05240742,OMR,Interior,D,TT
Contra Costa PP Number 01,4/4/2001,341,33,72.87905364,OMR,Interior,D,TT
Contra Costa PP Number 01,6/6/2001,335,32,80.28545946,OMR,Interior,D,TT
Contra Costa PP Number 01,11/6/2001,898,51,92.77803114,OMR,Interior,D,TT
Contra Costa PP Number 01,12/3/2001,750,54,82.50576236,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2002,616,66,54.28372948,OMR,Interior,D,TT
Contra Costa PP Number 01,2/5/2002,385,37,70.70857903,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2002,295,23,71.94484474,OMR,Interior,D,TT
Contra Costa PP Number 01,5/6/2002,350,33,71.01564345,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2002,330,34,69.35185908,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2002,262,16,80.39099747,OMR,Interior,D,TT
Contra Costa PP Number 01,8/5/2002,665,31,83.27712196,OMR,Interior,D,TT
Contra Costa PP Number 01,9/4/2002,854,44,88.12309273,OMR,Interior,D,TT
Contra Costa PP Number 01,10/8/2002,1120,74,89.3846487,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/5/2002,874,57,91.73476989,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/3/2002,850,72,93.0185482,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/7/2003,1010,107,51.99960319,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/3/2003,1070,163,54.06515388,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/3/2003,591,88,60.574921,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/1/2003,663,86,69.81194277,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/6/2003,330,32,51.50084909,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/4/2003,293,29,66.71648137,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/5/2003,348,15,69.2729812,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/10/2003,388,16,81.97587927,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/7/2003,604,27,88.64679121,OMR,Interior,BN,TT
Contra Costa PP Number 01,11/4/2003,673,32,88.40480968,OMR,Interior,BN,TT
Contra Costa PP Number 01,12/3/2003,724,37,87.61870823,OMR,Interior,BN,TT
Contra Costa PP Number 01,1/6/2004,784,55,55.58733795,OMR,Interior,BN,TT
Contra Costa PP Number 01,2/3/2004,322,27,71.8099759,OMR,Interior,BN,TT
Contra Costa PP Number 01,3/2/2004,500,67,49.65011755,OMR,Interior,BN,TT
Contra Costa PP Number 01,4/6/2004,238,19,69.18983307,OMR,Interior,BN,TT
Contra Costa PP Number 01,5/4/2004,233,19,76.25300399,OMR,Interior,BN,TT
Contra Costa PP Number 01,6/8/2004,308,21,86.24729429,OMR,Interior,BN,TT
Contra Costa PP Number 01,7/7/2004,430,23,83.05294294,OMR,Interior,BN,TT
Contra Costa PP Number 01,8/3/2004,470,24,81.28623188,OMR,Interior,BN,TT
Contra Costa PP Number 01,9/8/2004,540,26,83.45154489,OMR,Interior,BN,TT
Contra Costa PP Number 01,10/6/2004,730,34,80.20091081,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/1/2004,765,42,83.50140273,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/6/2004,579,50,88.99645057,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/3/2005,640,49,63.06546569,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/7/2005,379,45,66.68285541,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2005,654,98,57.47547175,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2005,499,62,55.79737907,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/3/2005,346,39,60.83995013,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/7/2005,256,29,54.24209382,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/6/2005,151,11,69.97360216,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2005,196,12,80.7913406,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/6/2005,418,19,83.07162013,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2005,504,23,81.90521431,OMR,Interior,W,TT
Contra Costa PP Number 01,11/7/2005,468,23,89.68142253,OMR,Interior,W,TT
Contra Costa PP Number 01,12/5/2005,660,36,82.80590189,OMR,Interior,W,TT
Contra Costa PP Number 01,1/3/2006,703,36,0,OMR,Interior,W,TT
Contra Costa PP Number 01,2/6/2006,491,54,52.81827396,OMR,Interior,W,TT
Contra Costa PP Number 01,3/6/2006,232,20,50.66954548,OMR,Interior,W,TT
Contra Costa PP Number 01,4/3/2006,428,52,47.97842568,OMR,Interior,W,TT
Contra Costa PP Number 01,7/5/2006,162,16,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,16,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,16,67.43685291,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,26,78.28975195,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,26,78.28975195,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,18,78.70958184,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,18,78.70958184,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/3/2006,253,20,79.15994988,OMR,Interior,D,TT
Contra Costa PP Number 01,10/3/2006,272,15,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,20,79.15994988,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,23,88.98570418,OMR,Interior,D,TT
Contra Costa PP Number 01,11/7/2006,302,16,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,23,88.98570418,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/5/2006,461,25,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,24,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,24,88.65054031,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,1/2/2007,704,34,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,31,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,31,80.23657174,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,37,79.89948567,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2007,456,25,79.89948567,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,37,79.89948567,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,51,58.91442023,OMR,Interior,D,TT
Contra Costa PP Number 01,3/5/2007,315,25,58.91442023,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,51,58.91442023,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,30,72.02877378,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2007,255,21,72.02877378,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,30,72.02877378,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,32,74.44600721,OMR,Interior,D,TT
Contra Costa PP Number 01,5/2/2007,268,20,74.44600721,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,32,74.44600721,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,43,80.25338455,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2007,324,30,80.25338455,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,43,80.25338455,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,28,80.94470218,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2007,264,20,80.94470218,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,28,80.94470218,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,8/6/2007,492,21,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,12,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,12,84.7182393,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,9/5/2007,812,38,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,16,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,16,85.25541551,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,10/2/2007,928,50,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,16,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,16,87.02852586,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,11/6/2007,1048,84,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,31,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,31,89.58054651,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,12/4/2007,1212,136,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,19,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,19,87.28423839,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,32,83.34570353,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,32,83.34570353,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,46,54.87619201,OMR,Interior,C,TT
Contra Costa PP Number 01,2/5/2008,462,36,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,46,54.87619201,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,35,66.16351777,OMR,Interior,C,TT
Contra Costa PP Number 01,3/4/2008,361,35,66.16351777,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,35,66.16351777,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,4/8/2008,465,58,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,52,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,52,78.37516679,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,54,81.24308533,OMR,Interior,C,TT
Contra Costa PP Number 01,5/6/2008,415,43,81.24308533,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,54,81.24308533,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,43,81.73068377,OMR,Interior,C,TT
Contra Costa PP Number 01,6/2/2008,366,33,81.73068377,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,43,81.73068377,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,26,84.87243383,OMR,Interior,C,TT
Contra Costa PP Number 01,7/1/2008,287,20,84.87243383,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,26,84.87243383,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,8/5/2008,492,22,88.35573476,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,16,88.35573476,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,16,88.35573476,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,9/2/2008,744,36,88.7732302,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,19,88.7732302,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,19,88.7732302,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,10/1/2008,870,37,88.30977329,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/1/2008,461,22,88.30977329,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/1/2008,461,22,88.30977329,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,11/3/2008,642,30,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,28,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,28,93.02142734,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/2/2008,574,33,92.75840841,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,27,92.75840841,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,27,92.75840841,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,137,93.85276614,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/11/2008,898,118,93.85276614,SouthDelta,Interior,D,TT
Old River @ Middle River,12/22/2008,900,122,92.48009562,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,177,91.80575032,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/23/2008,928,126,91.80575032,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,37,86.18470086,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,37,86.18470086,SouthDelta,Interior,D,TT
Old River @ Middle River,1/7/2009,962,140,86.91076865,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,151,89.32251087,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,138,89.32251087,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/26/2009,995,136,88.07443799,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/26/2009,952,131,88.07443799,SouthDelta,Interior,D,TT
Old River @ Middle River,1/29/2009,862,124,83.77227583,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,40,84.30493265,OMR,Interior,D,TT
Contra Costa PP Number 01,2/3/2009,794,38,84.30493265,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,40,84.30493265,SouthDelta,Interior,D,TT
Old River @ Middle River,2/10/2009,1079,163,84.02790463,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,166,83.0036227,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,164,83.0036227,SouthDelta,Interior,D,TT
Old River @ Middle River,2/25/2009,844,122,63.13375011,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/26/2009,911,133,60.14582078,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/26/2009,840,121,60.14582078,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,50,65.57301543,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,50,65.57301543,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/9/2009,868,133,54.40866096,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/9/2009,728,104,54.40866096,SouthDelta,Interior,D,TT
Old River @ Middle River,3/16/2009,1043,155,64.397985,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,173,67.34893515,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,167,67.34893515,SouthDelta,Interior,D,TT
Old River @ Middle River,4/1/2009,1008,143,73.95020527,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,23,75.36176628,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,23,75.36176628,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,135,75.01511525,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/9/2009,844,104,75.01511525,SouthDelta,Interior,D,TT
Old River @ Middle River,4/16/2009,694,84,67.73613947,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/23/2009,814,107,79.53429049,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/23/2009,463,54,79.53429049,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,28,73.26168644,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,28,73.26168644,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/7/2009,554,69,68.40551796,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/7/2009,425,50,68.40551796,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/21/2009,488,58,75.54540529,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/21/2009,353,37,75.54540529,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,28,74.90839371,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,28,74.90839371,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,6/8/2009,739,90,77.24823856,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,6/8/2009,550,62,77.24823856,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,14,82.06398554,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,14,82.06398554,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,12,84.14076361,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,12,84.14076361,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,15,84.37552482,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,15,84.37552482,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,10/6/2009,411,21,87.99178837,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/6/2009,411,21,87.99178837,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,23,88.3635176,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,23,88.3635176,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,19,92.29828513,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,19,92.29828513,SouthDelta,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,110,92.72553683,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,107,92.72553683,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,28,86.26711441,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,28,86.26711441,SouthDelta,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,140,91.08275529,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,146,91.08275529,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,141,86.04685619,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,125,86.04685619,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,112,82.2895829,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,137,82.2895829,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,43,54.29400396,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,43,54.29400396,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,45,63.81753273,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,45,63.81753273,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,43,68.63765096,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,43,68.63765096,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,48,57.05251942,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,48,57.05251942,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,28,67.97063022,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,28,67.97063022,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,20,80.72423904,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,20,80.72423904,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,10,79.32890201,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,10,79.32890201,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,14,86.84207092,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,14,86.84207092,SouthDelta,Interior,BN,TT
