Long Station Name,Collection Date,EC,Na,Sacramento X2,Location,Area,WYT,Data
Middle River @ Union Point - P10A,12/1/2014,542,64,93.6049299,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/1/2014,542,64,93.6049299,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,47,71.50190239,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/5/2015,470,47,71.50190239,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,37,87.92593622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2015,415,37,87.92593622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,38,78.10690622,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/2/2015,406,38,78.10690622,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,39,88.0123047,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/6/2015,419,39,88.0123047,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,62,94.17154572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/4/2015,568,62,94.17154572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,79,93.2549537,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/1/2015,697,79,93.2549537,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,79,95.81957478,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/6/2015,667,79,95.81957478,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,80,95.38511805,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/3/2015,648,80,95.38511805,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,74,94.75346141,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/9/2015,581,74,94.75346141,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/5/2015,616,75,94.93479848,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/5/2015,616,75,94.93479848,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,83,93.88533024,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/2/2015,675,83,93.88533024,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,86,94.9140377,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/7/2015,710,86,94.9140377,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,73,89.47617765,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/4/2016,601,73,89.47617765,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,51,59.65346245,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/3/2016,488,51,59.65346245,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,26,62.66343249,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/10/2016,321,26,62.66343249,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,29,66.37589317,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/7/2016,328,29,66.37589317,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,47,75.47029728,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/3/2016,461,47,75.47029728,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,30,82.94141541,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/7/2016,319,30,82.94141541,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,20,84.55059684,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2016,222,20,84.55059684,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,19,83.57049111,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/1/2016,207,19,83.57049111,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,30,84.03725468,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2016,288,30,84.03725468,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/4/2016,387,45,86.5637221,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/4/2016,387,45,86.5637221,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,41,87.41045331,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/7/2016,353,41,87.41045331,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,44,83.68530205,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/7/2016,398,44,83.68530205,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,37,56.18463132,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/9/2017,338,37,56.18463132,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,23,50.46962633,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/6/2017,258,23,50.46962633,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,16,46.65054443,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/8/2017,187,16,46.65054443,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,18,49.18404199,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/3/2017,201,18,49.18404199,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/3/2017,120,9,50.00669585,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,16,57.96351261,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/5/2017,177,16,57.96351261,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/10/2017,177,15,70.04911852,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,18,80.74384873,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/7/2017,217,18,80.74384873,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,17,77.48586469,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/7/2017,193,17,77.48586469,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/2/2017,186,15,77.2692402,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/2/2017,186,15,77.2692402,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,20,83.87250454,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/4/2017,246,20,83.87250454,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,50,84.74492337,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/8/2018,456,50,84.74492337,SouthDelta,Interior,BN,TT
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,74,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,2/5/2018,402,39,74.06112596,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,402,39,74.06112596,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,2/5/2018,395,39,73,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,84,72,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,59,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,4/9/2018,358,40,54.04390508,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,358,40,54.04390508,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/9/2018,365.4,40,56,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,18,58,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,31,62,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,5/7/2018,352,38,64.92049336,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/7/2018,352,38,64.92049336,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/7/2018,354,38,66,OMR,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,12,66,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,19,73,SJRcorridor,Interior,BN,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,44,73,SJRcorridor,Interior,BN,IT
Middle River @ Union Point - P10A,6/5/2018,284,29,74.73149108,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,284,29,74.73149108,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/5/2018,286.4,29,73,OMR,Interior,BN,IT
SGA,6/20/2018,664,69,81,SouthDelta,Interior,BN,NCRO
PDC,6/20/2018,855,81,81,SouthDelta,Interior,BN,NCRO
Middle River @ Union Point - P10A,7/9/2018,246,24,82.60710477,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/9/2018,246,24,82.60710477,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,18,82.35063213,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/6/2018,197,18,82.35063213,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,37,84.8982076,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/10/2018,346,37,84.8982076,SouthDelta,Interior,BN,TT
OH1,1/8/2019,940,113,79,SouthDelta,Interior,W,NCRO
ORX,1/8/2019,944,113,79,SouthDelta,Interior,W,NCRO
GLE,1/8/2019,977,116,79,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,1/15/2019,2111,206,77,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,138,77,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,1/15/2019,972,114,77,SouthDelta,Interior,W,IT
Paradise Cut,1/15/2019,811,98,77,SouthDelta,Interior,W,IT
PDUP,1/15/2019,2110,206,77,SouthDelta,Interior,W,NCRO
SGA,1/15/2019,1170,138,77,SouthDelta,Interior,W,NCRO
PDC,1/15/2019,822,98,77,SouthDelta,Interior,W,NCRO
TWA,1/15/2019,977,114,77,SouthDelta,Interior,W,NCRO
Old River below Headwaters,1/30/2019,932,118,63,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,1/30/2019,916,115,63,SouthDelta,Interior,W,IT
Grant Line Canal East,1/30/2019,879,111,63,SouthDelta,Interior,W,IT
OH1,1/30/2019,944,118,63,SouthDelta,Interior,W,NCRO
ORX,1/30/2019,928,115,63,SouthDelta,Interior,W,NCRO
GLE,1/30/2019,891,111,63,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,2/4/2019,395.8,43,68,OMR,Interior,W,IT
Grant Line Canal East,5/1/2019,190.3,18,57,SouthDelta,Interior,W,IT
Old River below Headwaters,5/1/2019,185.9,18,57,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,5/1/2019,184.9,18,57,SouthDelta,Interior,W,IT
OH1,5/1/2019,188,18,57,SouthDelta,Interior,W,NCRO
ORX,5/1/2019,187,18,57,SouthDelta,Interior,W,NCRO
GLE,5/1/2019,192,18,57,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,5/8/2019,265.1,26,58,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,10,58,SJRcorridor,Interior,W,IT
Grant Line Canal East,5/29/2019,88.8,7,61,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,5/29/2019,82.3,6,61,SouthDelta,Interior,W,IT
Old River below Headwaters,5/29/2019,78.3,6,61,SJRcorridor,Interior,W,IT
OH1,5/29/2019,79,6,61,SouthDelta,Interior,W,NCRO
ORX,5/29/2019,83,6,61,SouthDelta,Interior,W,NCRO
GLE,5/29/2019,90,7,61,SouthDelta,Interior,W,NCRO
Middle River @ Union Point - P10A,6/6/2019,173,17,57,OMR,Interior,W,IT
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,6,57,SJRcorridor,Interior,W,IT
Paradise Cut Upstream,6/12/2019,233.8,18.5,62,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,6/12/2019,105.4,9,62,SouthDelta,Interior,W,IT
PDUP,6/12/2019,233,18.5,62,SouthDelta,Interior,W,NCRO
TWA,6/12/2019,107,9,62,SouthDelta,Interior,W,NCRO
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,11,67,SouthDelta,Interior,W,IT
Paradise Cut,6/25/2019,110.3,9,67,SouthDelta,Interior,W,IT
Old River below Headwaters,6/25/2019,107.6,9,67,SJRcorridor,Interior,W,IT
Grant Line Canal East,6/25/2019,106,9,67,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,6/25/2019,105.1,9,67,SouthDelta,Interior,W,IT
OH1,6/25/2019,107,9,67,SouthDelta,Interior,W,NCRO
ORX,6/25/2019,105,9,67,SouthDelta,Interior,W,NCRO
GLE,6/25/2019,104.5,9,67,SouthDelta,Interior,W,NCRO
PDC,6/25/2019,109,9,67,SouthDelta,Interior,W,NCRO
SGA,6/25/2019,128,11,67,SouthDelta,Interior,W,NCRO
Old River at Tracy Wildlife Association,7/1/2019,303.9,30,72,SouthDelta,Interior,W,IT
TWA,7/1/2019,304.5,30,72,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,48.45,73,SJRcorridor,Interior,W,IT
Paradise Cut,7/9/2019,870,83.5,72,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,62.9,72,SouthDelta,Interior,W,IT
Grant Line Canal East,7/9/2019,452.8,51.1,72,SouthDelta,Interior,W,IT
Old River below Headwaters,7/9/2019,444.2,49.5,72,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,7/9/2019,421.3,46.4,72,SouthDelta,Interior,W,IT
OH1,7/9/2019,443,49.5,72,SouthDelta,Interior,W,NCRO
ORX,7/9/2019,422,46.4,72,SouthDelta,Interior,W,NCRO
GLE,7/9/2019,454,51.1,72,SouthDelta,Interior,W,NCRO
PDC,7/9/2019,814,83.5,72,SouthDelta,Interior,W,NCRO
SGA,7/9/2019,606,62.9,72,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,7/24/2019,1880,179,74,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,7/24/2019,383.4,39.1,74,SouthDelta,Interior,W,IT
PDUP,7/24/2019,1860,179,74,SouthDelta,Interior,W,NCRO
TWA,7/24/2019,383,39.1,74,SouthDelta,Interior,W,NCRO
OH1,8/6/2019,415,45.4,81,SouthDelta,Interior,W,NCRO
ORX,8/6/2019,343,39.1,81,SouthDelta,Interior,W,NCRO
GLE,8/6/2019,398,43.3,81,SouthDelta,Interior,W,NCRO
PDC,8/6/2019,412,43.3,81,SouthDelta,Interior,W,NCRO
SGA,8/6/2019,430,44.4,81,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,8/21/2019,1501,135,73,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,8/21/2019,232.7,23.15,73,SouthDelta,Interior,W,IT
PDUP,8/21/2019,1470,135,73,SouthDelta,Interior,W,NCRO
TWA,8/21/2019,231,23.15,73,SouthDelta,Interior,W,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,20.25,73,SJRcorridor,Interior,W,IT
Paradise Cut,9/4/2019,615,53.7,73,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,24.5,73,SouthDelta,Interior,W,IT
Old River below Headwaters,9/4/2019,237.6,23.2,73,SJRcorridor,Interior,W,IT
Old River near Doughty Cut - ORX,9/4/2019,236.2,23.2,73,SouthDelta,Interior,W,IT
Grant Line Canal East,9/4/2019,235.8,23.9,73,SouthDelta,Interior,W,IT
OH1,9/4/2019,237,23.2,73,SouthDelta,Interior,W,NCRO
ORX,9/4/2019,238,23.2,73,SouthDelta,Interior,W,NCRO
GLE,9/4/2019,237,23.9,73,SouthDelta,Interior,W,NCRO
PDC,9/4/2019,533,53.7,73,SouthDelta,Interior,W,NCRO
SGA,9/4/2019,252,24.5,73,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,9/11/2019,1204,123,72,SouthDelta,Interior,W,IT
Old River at Tracy Wildlife Association,9/11/2019,337.6,34.7,72,SouthDelta,Interior,W,IT
PDUP,9/11/2019,1190,123,72,SouthDelta,Interior,W,NCRO
TWA,9/11/2019,336,34.7,72,SouthDelta,Interior,W,NCRO
Paradise Cut,9/25/2019,966,68.7,76,SouthDelta,Interior,W,IT
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,19.6,76,SouthDelta,Interior,W,IT
Old River below Headwaters,9/25/2019,186.1,16.5,76,SJRcorridor,Interior,W,IT
Grant Line Canal East,9/25/2019,182.8,15.5,76,SouthDelta,Interior,W,IT
Old River near Doughty Cut - ORX,9/25/2019,180.2,15.95,76,SouthDelta,Interior,W,IT
OH1,9/25/2019,184,16.5,76,SouthDelta,Interior,W,NCRO
ORX,9/25/2019,180,15.95,76,SouthDelta,Interior,W,NCRO
GLE,9/25/2019,183,15.5,76,SouthDelta,Interior,W,NCRO
PDC,9/25/2019,752,68.7,76,SouthDelta,Interior,W,NCRO
SGA,9/25/2019,215,19.6,76,SouthDelta,Interior,W,NCRO
Paradise Cut Upstream,10/2/2019,1439,124,74,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/2/2019,215.7,20.5,74,SouthDelta,Interior,D,IT
PDUP,10/2/2019,1430,124,74,SouthDelta,Interior,D,NCRO
TWA,10/2/2019,220,20.5,74,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,32.6,73,SJRcorridor,Interior,D,IT
Middle River @ Union Point - P10A,10/7/2019,214.9,19.6,73,OMR,Interior,D,IT
Paradise Cut Upstream,10/29/2019,1587,148,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,10/29/2019,277.2,26.8,75,SouthDelta,Interior,D,IT
PDUP,10/29/2019,1580,148,75,SouthDelta,Interior,D,NCRO
TWA,10/29/2019,281,26.8,75,SouthDelta,Interior,D,NCRO
Paradise Cut,11/6/2019,747,64.7,81,SouthDelta,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,11/6/2019,564,58.4,81,SouthDelta,Interior,D,IT
C10A - San Joaquin River near Vernalis @ SJR Club,11/6/2019,484.7,51.8,81,SJRcorridor,Interior,D,IT
Old River below Headwaters,11/6/2019,465.9,49,81,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,11/6/2019,432.2,45,81,SouthDelta,Interior,D,IT
Grant Line Canal East,11/6/2019,415.3,43.2,81,SouthDelta,Interior,D,IT
Middle River @ Union Point - P10A,11/6/2019,238.1,22.4,81,OMR,Interior,D,IT
OH1,11/6/2019,470,49,81,SouthDelta,Interior,D,NCRO
ORX,11/6/2019,438,45,81,SouthDelta,Interior,D,NCRO
GLE,11/6/2019,418,43.2,81,SouthDelta,Interior,D,NCRO
PDC,11/6/2019,671,64.7,81,SouthDelta,Interior,D,NCRO
SGA,11/6/2019,549,58.4,81,SouthDelta,Interior,D,NCRO
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,82,76,SouthDelta,Interior,D,IT
Grant Line Canal East,1/2/2020,696,85.5,76,SouthDelta,Interior,D,IT
Old River below Headwaters,1/2/2020,676,76,76,SJRcorridor,Interior,D,IT
Old River near Doughty Cut - ORX,1/2/2020,674,84,76,SouthDelta,Interior,D,IT
Paradise Cut,1/2/2020,673,80,76,SouthDelta,Interior,D,IT
OH1,1/2/2020,682,76,76,SouthDelta,Interior,D,NCRO
ORX,1/2/2020,681,84,76,SouthDelta,Interior,D,NCRO
GLE,1/2/2020,699,85.5,76,SouthDelta,Interior,D,NCRO
PDC,1/2/2020,679,80,76,SouthDelta,Interior,D,NCRO
SGA,1/2/2020,749,82,76,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,2/4/2020,1921,178,73,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,2/4/2020,752,88,73,SouthDelta,Interior,D,IT
PDUP,2/4/2020,1920,178,73,SouthDelta,Interior,D,NCRO
TWA,2/4/2020,760,88,73,SouthDelta,Interior,D,NCRO
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,42,77,SJRcorridor,Interior,D,IT
Middle River @ Union Point - P10A,2/6/2020,374.9,36,77,OMR,Interior,D,IT
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,98,77,SouthDelta,Interior,D,IT
Paradise Cut,2/19/2020,816,93,77,SouthDelta,Interior,D,IT
PDC,2/19/2020,821,93,77,SouthDelta,Interior,D,NCRO
SGA,2/19/2020,902.5,98,77,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,3/4/2020,1832,172.5,79,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,3/4/2020,492.1,53,79,SouthDelta,Interior,D,IT
PDUP,3/4/2020,1820,172.5,79,SouthDelta,Interior,D,NCRO
TWA,3/4/2020,494,53,79,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,4/7/2020,1982,193,77,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/7/2020,999,114,77,SouthDelta,Interior,D,IT
PDUP,4/7/2020,1972,193,77,SouthDelta,Interior,D,NCRO
TWA,4/7/2020,996,114,77,SouthDelta,Interior,D,NCRO
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,112,73,SouthDelta,Interior,D,IT
Paradise Cut,4/21/2020,888,88,73,SouthDelta,Interior,D,IT
Grant Line Canal East,4/21/2020,370.7,40,73,SouthDelta,Interior,D,IT
Old River near Doughty Cut - ORX,4/21/2020,347.2,37,73,SouthDelta,Interior,D,IT
Old River below Headwaters,4/21/2020,343.5,37,73,SJRcorridor,Interior,D,IT
GLE,4/21/2020,372,40,73,SouthDelta,Interior,D,NCRO
ORX,4/21/2020,349,37,73,SouthDelta,Interior,D,NCRO
OH1,4/21/2020,345,37,73,SouthDelta,Interior,D,NCRO
PDC,4/21/2020,916.5,88,73,SouthDelta,Interior,D,NCRO
SGA,4/21/2020,976,112,73,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,4/29/2020,931,92,75,SouthDelta,Interior,D,IT
Old River at Tracy Wildlife Association,4/29/2020,674,75,75,SouthDelta,Interior,D,IT
PDUP,4/29/2020,908,92,75,SouthDelta,Interior,D,NCRO
TWA,4/29/2020,676,75,75,SouthDelta,Interior,D,NCRO
PDUP,5/18/2020,1540,148,81,SouthDelta,Interior,D,NCRO
Old River near Doughty Cut - ORX,6/16/2020,253.9,24,80,SouthDelta,Interior,D,IT
ORX,6/16/2020,254,24,80,SouthDelta,Interior,D,NCRO
Paradise Cut Upstream,6/17/2020,1393,144,80,SouthDelta,Interior,D,IT
PDUP,6/17/2020,1410,144,80,SouthDelta,Interior,D,NCRO
Old River at Tracy Wildlife Association,1/4/2022,616,57.7,65,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,200,70,SouthDelta,Interior,C,IT
Paradise Cut,1/12/2022,821,84.8,70,SouthDelta,Interior,C,IT
Grant Line Canal East,1/12/2022,678,75.7,70,SouthDelta,Interior,C,IT
Old River near Doughty Cut - ORX,1/12/2022,663,75.7,70,SouthDelta,Interior,C,IT
Old River below Headwaters,1/12/2022,660,75.2,70,SJRcorridor,Interior,C,IT
Paradise Cut Upstream,1/19/2022,2987,275,74,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,174.5,76,SouthDelta,Interior,C,IT
Paradise Cut,1/25/2022,778,82.4,76,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,2/8/2022,824,93.4,76,SouthDelta,Interior,C,IT
Paradise Cut Upstream,2/9/2022,1694,164,77,SouthDelta,Interior,C,IT
Middle River @ Union Point - P10A,2/9/2022,354.6,31.6,77,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,30.1,77,SJRcorridor,Interior,C,IT
Grant Line Canal East,3/1/2022,559,61.5,78,SouthDelta,Interior,C,IT
Old River below Headwaters,3/1/2022,508,56,78,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,3/1/2022,480.8,53.2,78,SouthDelta,Interior,C,IT
Middle River @ Union Point - P10A,3/10/2022,417,40.3,74,OMR,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,45.9,74,SJRcorridor,Interior,C,IT
Paradise Cut Upstream,3/14/2022,3443,343,78,SouthDelta,Interior,C,IT
Old River at Tracy Wildlife Association,3/15/2022,935,101,79,SouthDelta,Interior,C,IT
Paradise Cut,3/16/2022,993,85.5,79,SouthDelta,Interior,C,IT
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,98.2,79,SouthDelta,Interior,C,IT
C10A - San Joaquin River near Vernalis @ SJR Club,4/5/2022,622,73.1,81,SJRcorridor,Interior,C,IT
Middle River @ Union Point - P10A,4/5/2022,400.6,38.6,81,OMR,Interior,C,IT
Grant Line Canal East,4/7/2022,766,90.8,80,SouthDelta,Interior,C,IT
Old River below Headwaters,4/7/2022,679,79.7,80,SJRcorridor,Interior,C,IT
Old River near Doughty Cut - ORX,4/7/2022,679,78.8,80,SouthDelta,Interior,C,IT
