Long Station Name,Collection Date,EC,Na,Sacramento X2,Location,Area,WYT,Data
Contra Costa PP Number 01,10/14/1998,208,16,70.16642583,OMR,Interior,W,TT
Contra Costa PP Number 01,11/4/1998,190,15,78.12007996,OMR,Interior,W,TT
Contra Costa PP Number 01,12/2/1998,289,26,64.89739823,OMR,Interior,W,TT
Contra Costa PP Number 01,1/6/1999,459,48,64.63920091,OMR,Interior,W,TT
Contra Costa PP Number 01,2/3/1999,352,35,51.6298188,OMR,Interior,W,TT
Contra Costa PP Number 01,4/8/1999,324,34,57.34361395,OMR,Interior,W,TT
Contra Costa PP Number 01,5/5/1999,451,49,57.23000982,OMR,Interior,W,TT
Contra Costa PP Number 01,6/2/1999,288,32,67.44761682,OMR,Interior,W,TT
Contra Costa PP Number 01,7/8/1999,211,17,73.33227294,OMR,Interior,W,TT
Contra Costa PP Number 01,8/5/1999,218,21,71.77110367,OMR,Interior,W,TT
Contra Costa PP Number 01,10/7/1999,892,112,85.55971154,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/7/1999,1390,188,84.3486242,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/4/2000,1186,141,80.55744457,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/8/2000,385,38,57.61717763,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2000,1125,132,48.16682697,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2000,391,42,70.46558651,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/2/2000,381,39,63.70366373,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/6/2000,254,22,72.94579268,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/3/2000,229,21,80.70368222,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2000,244,22,77.4197889,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2000,548,71,87.25802224,OMR,Interior,D,TT
Contra Costa PP Number 01,11/7/2000,668,90,84.3926938,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2001,1030,128,94.68792213,OMR,Interior,D,TT
Contra Costa PP Number 01,2/6/2001,943,116,82.30525912,OMR,Interior,D,TT
Contra Costa PP Number 01,3/6/2001,753,89,70.05240742,OMR,Interior,D,TT
Contra Costa PP Number 01,4/4/2001,341,29,72.87905364,OMR,Interior,D,TT
Contra Costa PP Number 01,6/6/2001,335,30,80.28545946,OMR,Interior,D,TT
Contra Costa PP Number 01,11/6/2001,898,116,92.77803114,OMR,Interior,D,TT
Contra Costa PP Number 01,12/3/2001,750,90,82.50576236,OMR,Interior,D,TT
Contra Costa PP Number 01,1/8/2002,616,67,54.28372948,OMR,Interior,D,TT
Contra Costa PP Number 01,2/5/2002,385,32,70.70857903,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2002,295,24,71.94484474,OMR,Interior,D,TT
Contra Costa PP Number 01,5/6/2002,350,30,71.01564345,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2002,330,29,69.35185908,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2002,262,22,80.39099747,OMR,Interior,D,TT
Contra Costa PP Number 01,8/5/2002,665,84,83.27712196,OMR,Interior,D,TT
Contra Costa PP Number 01,9/4/2002,854,106,88.12309273,OMR,Interior,D,TT
Contra Costa PP Number 01,10/8/2002,1120,141,89.3846487,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/5/2002,874,109,91.73476989,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/3/2002,850,96,93.0185482,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/7/2003,1010,124,51.99960319,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/3/2003,1070,129,54.06515388,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/3/2003,591,62,60.574921,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/1/2003,663,63,69.81194277,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/6/2003,330,30,51.50084909,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/4/2003,293,28,66.71648137,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/5/2003,348,31,69.2729812,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/10/2003,388,47,81.97587927,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/7/2003,604,72,88.64679121,OMR,Interior,BN,TT
Contra Costa PP Number 01,11/4/2003,673,80,88.40480968,OMR,Interior,BN,TT
Contra Costa PP Number 01,12/3/2003,724,87,87.61870823,OMR,Interior,BN,TT
Contra Costa PP Number 01,1/6/2004,784,100,55.58733795,OMR,Interior,BN,TT
Contra Costa PP Number 01,2/3/2004,322,30,71.8099759,OMR,Interior,BN,TT
Contra Costa PP Number 01,3/2/2004,500,52,49.65011755,OMR,Interior,BN,TT
Contra Costa PP Number 01,4/6/2004,238,18,69.18983307,OMR,Interior,BN,TT
Contra Costa PP Number 01,5/4/2004,233,18,76.25300399,OMR,Interior,BN,TT
Contra Costa PP Number 01,6/8/2004,308,29,86.24729429,OMR,Interior,BN,TT
Contra Costa PP Number 01,7/7/2004,430,42,83.05294294,OMR,Interior,BN,TT
Contra Costa PP Number 01,8/3/2004,470,52,81.28623188,OMR,Interior,BN,TT
Contra Costa PP Number 01,9/8/2004,540,61,83.45154489,OMR,Interior,BN,TT
Contra Costa PP Number 01,10/6/2004,730,90,80.20091081,OMR,Interior,AN,TT
Contra Costa PP Number 01,11/1/2004,765,89,83.50140273,OMR,Interior,AN,TT
Contra Costa PP Number 01,12/6/2004,579,75,88.99645057,OMR,Interior,AN,TT
Contra Costa PP Number 01,1/3/2005,640,88,63.06546569,OMR,Interior,AN,TT
Contra Costa PP Number 01,2/7/2005,379,40,66.68285541,OMR,Interior,AN,TT
Contra Costa PP Number 01,3/7/2005,654,71,57.47547175,OMR,Interior,AN,TT
Contra Costa PP Number 01,4/4/2005,499,54,55.79737907,OMR,Interior,AN,TT
Contra Costa PP Number 01,5/3/2005,346,34,60.83995013,OMR,Interior,AN,TT
Contra Costa PP Number 01,6/7/2005,256,26,54.24209382,OMR,Interior,AN,TT
Contra Costa PP Number 01,7/6/2005,151,11,69.97360216,OMR,Interior,AN,TT
Contra Costa PP Number 01,8/2/2005,196,16,80.7913406,OMR,Interior,AN,TT
Contra Costa PP Number 01,9/6/2005,418,48,83.07162013,OMR,Interior,AN,TT
Contra Costa PP Number 01,10/3/2005,504,61,81.90521431,OMR,Interior,W,TT
Contra Costa PP Number 01,11/7/2005,468,53,89.68142253,OMR,Interior,W,TT
Contra Costa PP Number 01,12/5/2005,660,78,82.80590189,OMR,Interior,W,TT
Contra Costa PP Number 01,1/3/2006,703,96,0,OMR,Interior,W,TT
Contra Costa PP Number 01,2/6/2006,491,57,52.81827396,OMR,Interior,W,TT
Contra Costa PP Number 01,3/6/2006,232,18,50.66954548,OMR,Interior,W,TT
Contra Costa PP Number 01,4/3/2006,428,44,47.97842568,OMR,Interior,W,TT
Contra Costa PP Number 01,7/5/2006,162,15,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,14,67.43685291,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2006,154,14,67.43685291,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,24,78.28975195,OMR,Interior,W,TT
Middle River @ Union Point - P10A,8/2/2006,261,24,78.28975195,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,19,78.70958184,OMR,Interior,W,TT
Middle River @ Union Point - P10A,9/6/2006,240,19,78.70958184,SouthDelta,Interior,W,TT
Contra Costa PP Number 01,10/3/2006,272,26,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,23,79.15994988,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/3/2006,253,23,79.15994988,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,11/7/2006,302,31,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,27,88.98570418,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/7/2006,274,27,88.98570418,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/5/2006,461,59,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,36,88.65054031,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/5/2006,341,36,88.65054031,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,1/2/2007,704,94,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,52,80.23657174,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/2/2007,490,52,80.23657174,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,2/6/2007,456,48,79.89948567,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,47,79.89948567,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/6/2007,460,47,79.89948567,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,48,58.91442023,OMR,Interior,D,TT
Contra Costa PP Number 01,3/5/2007,315,30,58.91442023,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/5/2007,485,48,58.91442023,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,30,72.02877378,OMR,Interior,D,TT
Contra Costa PP Number 01,4/2/2007,255,21,72.02877378,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/2/2007,318,30,72.02877378,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,34,74.44600721,OMR,Interior,D,TT
Contra Costa PP Number 01,5/2/2007,268,23,74.44600721,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/2/2007,346,34,74.44600721,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,42,80.25338455,OMR,Interior,D,TT
Contra Costa PP Number 01,6/4/2007,324,33,80.25338455,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/4/2007,399,42,80.25338455,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,28,80.94470218,OMR,Interior,D,TT
Contra Costa PP Number 01,7/2/2007,264,25,80.94470218,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/2/2007,303,28,80.94470218,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,8/6/2007,492,58,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,29,84.7182393,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/6/2007,277,29,84.7182393,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,9/5/2007,812,115,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,41,85.25541551,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/5/2007,364,41,85.25541551,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,10/2/2007,928,118,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,33,87.02852586,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/2/2007,335,33,87.02852586,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,11/6/2007,1048,144,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,47,89.58054651,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/6/2007,427,47,89.58054651,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,12/4/2007,1212,157,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,33,87.28423839,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/4/2007,348,33,87.28423839,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,64,83.34570353,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/3/2008,544,64,83.34570353,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,2/5/2008,462,44,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,41,54.87619201,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/5/2008,456,41,54.87619201,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,32,66.16351777,OMR,Interior,C,TT
Contra Costa PP Number 01,3/4/2008,361,30,66.16351777,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/4/2008,374,32,66.16351777,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,48,78.37516679,OMR,Interior,C,TT
Contra Costa PP Number 01,4/8/2008,465,42,78.37516679,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/8/2008,492,48,78.37516679,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,48,81.24308533,OMR,Interior,C,TT
Contra Costa PP Number 01,5/6/2008,415,39,81.24308533,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/6/2008,503,48,81.24308533,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,43,81.73068377,OMR,Interior,C,TT
Contra Costa PP Number 01,6/2/2008,366,34,81.73068377,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2008,435,43,81.73068377,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,30,84.87243383,OMR,Interior,C,TT
Contra Costa PP Number 01,7/1/2008,287,28,84.87243383,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/1/2008,318,30,84.87243383,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,8/5/2008,492,58,88.35573476,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,29,88.35573476,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/5/2008,304,29,88.35573476,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,9/2/2008,744,96,88.7732302,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,40,88.7732302,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2008,387,40,88.7732302,SouthDelta,Interior,C,TT
Contra Costa PP Number 01,10/1/2008,870,113,88.30977329,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/1/2008,461,48,88.30977329,OMR,Interior,D,TT
Middle River @ Union Point - P10A,10/1/2008,461,48,88.30977329,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,11/3/2008,642,78,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,47,93.02142734,OMR,Interior,D,TT
Middle River @ Union Point - P10A,11/3/2008,443,47,93.02142734,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,12/2/2008,574,69,92.75840841,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,59,92.75840841,OMR,Interior,D,TT
Middle River @ Union Point - P10A,12/2/2008,511,59,92.75840841,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,118,93.85276614,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/11/2008,898,103,93.85276614,SouthDelta,Interior,D,TT
Old River @ Middle River,12/22/2008,900,104,92.48009562,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,140,91.80575032,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,12/23/2008,928,104,91.80575032,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,65,86.18470086,OMR,Interior,D,TT
Middle River @ Union Point - P10A,1/6/2009,589,65,86.18470086,SouthDelta,Interior,D,TT
Old River @ Middle River,1/7/2009,962,116,86.91076865,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,122,89.32251087,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,114,89.32251087,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,1/26/2009,995,116,88.07443799,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,1/26/2009,952,111,88.07443799,SouthDelta,Interior,D,TT
Old River @ Middle River,1/29/2009,862,102,83.77227583,SouthDelta,Interior,D,TT
Contra Costa PP Number 01,2/3/2009,794,99,84.30493265,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,72,84.30493265,OMR,Interior,D,TT
Middle River @ Union Point - P10A,2/3/2009,633,72,84.30493265,SouthDelta,Interior,D,TT
Old River @ Middle River,2/10/2009,1079,129,84.02790463,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,138,83.0036227,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,137,83.0036227,SouthDelta,Interior,D,TT
Old River @ Middle River,2/25/2009,844,95,63.13375011,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,2/26/2009,911,103,60.14582078,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,2/26/2009,840,98,60.14582078,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,60,65.57301543,OMR,Interior,D,TT
Middle River @ Union Point - P10A,3/2/2009,583,60,65.57301543,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/9/2009,868,101,54.40866096,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/9/2009,728,85,54.40866096,SouthDelta,Interior,D,TT
Old River @ Middle River,3/16/2009,1043,134,64.397985,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,149,67.34893515,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,144,67.34893515,SouthDelta,Interior,D,TT
Old River @ Middle River,4/1/2009,1008,122,73.95020527,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,26,75.36176628,OMR,Interior,D,TT
Middle River @ Union Point - P10A,4/7/2009,314,26,75.36176628,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,121,75.01511525,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/9/2009,844,99,75.01511525,SouthDelta,Interior,D,TT
Old River @ Middle River,4/16/2009,694,83,67.73613947,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,4/23/2009,814,87,79.53429049,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,4/23/2009,463,48,79.53429049,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,31,73.26168644,OMR,Interior,D,TT
Middle River @ Union Point - P10A,5/5/2009,358,31,73.26168644,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/7/2009,554,58,68.40551796,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/7/2009,425,44,68.40551796,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,5/21/2009,488,50,75.54540529,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,5/21/2009,353,35,75.54540529,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,32,74.90839371,OMR,Interior,D,TT
Middle River @ Union Point - P10A,6/2/2009,336,32,74.90839371,SouthDelta,Interior,D,TT
Old River @ Tracy Road Bridge - P12,6/8/2009,739,74,77.24823856,SouthDelta,Interior,D,TT
Grant Line Canal @ Tracy Blvd,6/8/2009,550,55,77.24823856,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,18,82.06398554,OMR,Interior,D,TT
Middle River @ Union Point - P10A,7/7/2009,228,18,82.06398554,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,25,84.14076361,OMR,Interior,D,TT
Middle River @ Union Point - P10A,8/4/2009,265,25,84.14076361,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,36,84.37552482,OMR,Interior,D,TT
Middle River @ Union Point - P10A,9/9/2009,345,36,84.37552482,SouthDelta,Interior,D,TT
Middle River @ Union Point - P10A,10/6/2009,411,44,87.99178837,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,10/6/2009,411,44,87.99178837,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,37,88.3635176,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,11/3/2009,352,37,88.3635176,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,33,92.29828513,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,12/1/2009,320,33,92.29828513,SouthDelta,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,102,92.72553683,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,97,92.72553683,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,55,86.26711441,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,1/5/2010,466,55,86.26711441,SouthDelta,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,116,91.08275529,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,119,91.08275529,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/18/2010,945,121,86.04685619,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/18/2010,848,107,86.04685619,SJRcorridor,Interior,BN,TT
San Joaquin River @ Mossdale Bridge - C7A,1/20/2010,778,96,82.2895829,SJRcorridor,Interior,BN,TT
SAN JOAQUIN R A BRANDT BR        ,1/20/2010,923,121,82.2895829,SJRcorridor,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,60,54.29400396,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,2/2/2010,536,60,54.29400396,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,45,63.81753273,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,3/2/2010,483,45,63.81753273,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,41,68.63765096,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,4/6/2010,441,41,68.63765096,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,39,57.05251942,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,5/4/2010,400,39,57.05251942,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,28,67.97063022,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,6/8/2010,288,28,67.97063022,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,22,80.72423904,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,7/6/2010,241,22,80.72423904,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,16,79.32890201,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,8/2/2010,189,16,79.32890201,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,29,86.84207092,OMR,Interior,BN,TT
Middle River @ Union Point - P10A,9/7/2010,294,29,86.84207092,SouthDelta,Interior,BN,TT
Middle River @ Union Point - P10A,10/5/2010,340,34,83.98583932,OMR,Interior,W,TT
Middle River @ Union Point - P10A,10/5/2010,340,34,83.98583932,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,33,84.63274041,OMR,Interior,W,TT
Middle River @ Union Point - P10A,11/3/2010,334,33,84.63274041,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,30,84.27592276,OMR,Interior,W,TT
Middle River @ Union Point - P10A,12/6/2010,321,30,84.27592276,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,24,53.33698971,OMR,Interior,W,TT
Middle River @ Union Point - P10A,1/3/2011,274,24,53.33698971,SouthDelta,Interior,W,TT
San Joaquin River at Holt Rd.,1/19/2011,247,24,66.73352135,SJRcorridor,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,32,64.18410148,OMR,Interior,W,TT
Middle River @ Union Point - P10A,2/7/2011,334,32,64.18410148,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,3/7/2011,372,36,56.35666923,OMR,Interior,W,TT
Middle River @ Union Point - P10A,3/7/2011,372,36,56.35666923,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,22,0,OMR,Interior,W,TT
Middle River @ Union Point - P10A,4/4/2011,247,22,0,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,17,57.60965856,OMR,Interior,W,TT
Middle River @ Union Point - P10A,5/2/2011,199,17,57.60965856,SouthDelta,Interior,W,TT
Rock Slough at Delta Road Bridge,6/6/2011,259,26,57.57300551,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,24,57.57300551,OMR,Interior,W,TT
Middle River @ Union Point - P10A,6/6/2011,257,24,57.57300551,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,17,56.36389323,OMR,Interior,W,TT
Rock Slough at Delta Road Bridge,7/5/2011,169,14,56.36389323,OMR,Interior,W,TT
Middle River @ Union Point - P10A,7/5/2011,184,17,56.36389323,SouthDelta,Interior,W,TT
Middle River @ Union Point - P10A,10/7/2013,430,49,87.90258861,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/7/2013,430,49,87.90258861,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,52,90.34617646,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/4/2013,463,52,90.34617646,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,60,93.39492499,OMR,Interior,C,TT
Middle River @ Union Point - P10A,12/2/2013,507,60,93.39492499,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,69,92.33233742,OMR,Interior,C,TT
Middle River @ Union Point - P10A,1/6/2014,601,69,92.33233742,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,86,93.92384943,OMR,Interior,C,TT
Middle River @ Union Point - P10A,2/3/2014,774,86,93.92384943,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,3/3/2014,725,76,80.57624471,OMR,Interior,C,TT
Middle River @ Union Point - P10A,3/3/2014,725,76,80.57624471,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,45,75.44547873,OMR,Interior,C,TT
Middle River @ Union Point - P10A,4/7/2014,459,45,75.44547873,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,46,87.63000727,OMR,Interior,C,TT
Middle River @ Union Point - P10A,5/5/2014,483,46,87.63000727,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,46,93.56618111,OMR,Interior,C,TT
Middle River @ Union Point - P10A,6/2/2014,436,46,93.56618111,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,65,90.2187572,OMR,Interior,C,TT
Middle River @ Union Point - P10A,7/7/2014,541,65,90.2187572,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,59,88.73599436,OMR,Interior,C,TT
Middle River @ Union Point - P10A,8/4/2014,490,59,88.73599436,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2014,452,52,90.3346038,OMR,Interior,C,TT
Middle River @ Union Point - P10A,9/2/2014,452,52,90.3346038,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,63,94.77701545,OMR,Interior,C,TT
Middle River @ Union Point - P10A,10/6/2014,503,63,94.77701545,SouthDelta,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,73,92.39401068,OMR,Interior,C,TT
Middle River @ Union Point - P10A,11/3/2014,613,73,92.39401068,SouthDelta,Interior,C,TT
